Crash Number,Date Time,Day of Week,Object 1,Object 2,Street Number,Street Name,Cross Street,LOCATION,Latitude,Longitude,Coordinates
33013,10/25/2014 11:20:00 PM,Saturday,Auto,Auto,55,Columbia St,Washington Ave,"55 Columbia St Cambridge, MA",42.3648338,-71.0990829,"(42.3648338, -71.0990829)"
33014,10/30/2014 04:24:00 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,MEMORIAL DR,"Massachusetts Ave & MEMORIAL DR Cambridge, MA",42.3573647,-71.0925674,"(42.3573647, -71.0925674)"
33015,11/03/2014 06:43:00 PM,Monday,Auto,Parked Vehicle,35,White St,,"35 White St Cambridge, MA",42.3888435,-71.118515,"(42.3888435, -71.118515)"
33016,11/03/2014 07:26:00 PM,Monday,Auto,Parked Vehicle,,IVY ST,FAYERWEATHER ST,"IVY ST & FAYERWEATHER ST Cambridge, MA",42.3853493,-71.1339035,"(42.3853493, -71.1339035)"
33017,11/06/2014 02:45:00 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,,"Massachusetts Ave Cambridge, MA",0,0,"(0, 0)"
33018,11/06/2014 07:02:00 PM,Thursday,Auto,Auto,,MOUNT AUBURN ST,Coolidge Ave,"MOUNT AUBURN ST & Coolidge Ave Cambridge, MA",42.374939,-71.1397171,"(42.374939, -71.1397171)"
33019,11/06/2014 08:41:00 PM,Thursday,Auto,Auto,1436,Cambridge St,FAYETTE ST,"1436 Cambridge St Cambridge, MA",42.3738976,-71.1021347,"(42.3738976, -71.1021347)"
33020,11/08/2014 06:30:00 PM,Saturday,Auto,Parked Vehicle,1,Bennett St,,"1 Bennett St Cambridge, MA",42.372818,-71.1232681,"(42.372818, -71.1232681)"
33021,11/12/2014 12:09:00 PM,Wednesday,Auto,Parked Vehicle,,ROBERTS RD,KIRKLAND ST,"ROBERTS RD & KIRKLAND ST Cambridge, MA",42.3779144,-71.1080627,"(42.3779144, -71.1080627)"
33022,11/12/2014 11:58:00 AM,Wednesday,Auto,Bicycle,505,GREEN ST,,"505 GREEN ST Cambridge, MA",42.3671265,-71.1082001,"(42.3671265, -71.1082001)"
33023,11/12/2014 07:40:00 PM,Wednesday,Auto,Parked Vehicle,49,White St,,"49 White St Cambridge, MA",42.3895836,-71.1171036,"(42.3895836, -71.1171036)"
33024,11/12/2014 11:45:00 AM,Wednesday,Auto,Truck,0,GARDEN ST,,"0 GARDEN ST Cambridge, MA",42.3755035,-71.1199493,"(42.3755035, -71.1199493)"
33025,11/13/2014 10:23:00 AM,Thursday,Auto,Bicycle,1310,Cambridge St,,"1310 Cambridge St Cambridge, MA",42.3735733,-71.0996475,"(42.3735733, -71.0996475)"
33026,11/13/2014 11:30:00 AM,Thursday,Auto,Auto,,GARDEN ST,Shepard St,"GARDEN ST & Shepard St Cambridge, MA",42.3801155,-71.125061,"(42.3801155, -71.125061)"
33027,11/13/2014 06:55:00 PM,Thursday,Auto,Bicycle,,ELM ST,Cambridge St,"ELM ST & Cambridge St Cambridge, MA",42.3730164,-71.0953445,"(42.3730164, -71.0953445)"
33029,11/13/2014 11:59:00 PM,Thursday,Auto,Auto,,MAGAZINE ST,Allston St,"MAGAZINE ST & Allston St Cambridge, MA",42.3598328,-71.1102905,"(42.3598328, -71.1102905)"
33030,11/14/2014 12:08:00 AM,Friday,Auto,Parked Vehicle,1,EXETER PARK,Massachusetts Ave,"1 EXETER PARK Cambridge, MA",42.3848228,-71.1193695,"(42.3848228, -71.1193695)"
33031,11/14/2014 03:42:00 AM,Friday,Auto,Auto,378,Massachusetts Ave,,"378 Massachusetts Ave Cambridge, MA",42.3629723,-71.099617,"(42.3629723, -71.099617)"
33032,11/14/2014 04:41:00 AM,Friday,Auto,Pedestrian,,Massachusetts Ave,Vassar St,"Massachusetts Ave & Vassar St Cambridge, MA",42.3601532,-71.0948792,"(42.3601532, -71.0948792)"
33033,11/14/2014 09:30:00 AM,Friday,Auto,Auto,,MOUNT AUBURN ST,Putnam Ave,"MOUNT AUBURN ST & Putnam Ave Cambridge, MA",42.3700905,-71.1133347,"(42.3700905, -71.1133347)"
33034,11/14/2014 10:27:00 AM,Friday,Auto,Bicycle,,Cambridge St,OAKLAND ST,"Cambridge St & OAKLAND ST Cambridge, MA",42.3735123,-71.0991516,"(42.3735123, -71.0991516)"
33035,11/14/2014 01:14:00 PM,Friday,Auto,Auto,335,Broadway,Inman Sq,"335 Broadway Cambridge, MA",42.3699226,-71.1025543,"(42.3699226, -71.1025543)"
33036,11/14/2014 02:55:00 PM,Friday,Auto,Auto,502,Massachusetts Ave,,"502 Massachusetts Ave Cambridge, MA",42.364109,-71.1015549,"(42.364109, -71.1015549)"
33037,11/14/2014 06:39:00 PM,Friday,Auto,Auto,1,Leighton,,"1 Leighton Cambridge, MA",42.3700829,-71.073761,"(42.3700829, -71.073761)"
33038,11/15/2014 10:57:00 AM,Saturday,Auto,Bicycle,,Massachusetts Ave,,"Massachusetts Ave Cambridge, MA",0,0,"(0, 0)"
33039,11/15/2014 10:11:00 PM,Saturday,Auto,Taxi,,GARDEN ST,Massachusetts Ave,"GARDEN ST & Massachusetts Ave Cambridge, MA",42.3754883,-71.1199188,"(42.3754883, -71.1199188)"
33040,11/15/2014 10:27:00 PM,Saturday,Auto,Auto,,HOVEY AVE,MAGNOLIA AVE,"HOVEY AVE & MAGNOLIA AVE Cambridge, MA",42.3768349,-71.1073532,"(42.3768349, -71.1073532)"
33041,11/16/2014 12:53:00 AM,Sunday,Auto,Auto,,Massachusetts Ave,GARDEN ST,"Massachusetts Ave & GARDEN ST Cambridge, MA",42.3754883,-71.1199188,"(42.3754883, -71.1199188)"
33042,11/16/2014 01:01:00 AM,Sunday,Auto,Parked Vehicle,,Massachusetts Ave,Norfolk St,"Massachusetts Ave & Norfolk St Cambridge, MA",42.3644257,-71.1020813,"(42.3644257, -71.1020813)"
33043,11/16/2014 04:04:00 AM,Sunday,Auto,Auto,,ELM ST,Market St,"ELM ST & Market St Cambridge, MA",42.3693275,-71.0975494,"(42.3693275, -71.0975494)"
33044,11/17/2014 08:15:00 AM,Monday,Auto,Parked Vehicle,100,Putnam Ave,,"100 Putnam Ave Cambridge, MA",42.3665199,-71.1135559,"(42.3665199, -71.1135559)"
33045,11/14/2014 09:30:00 AM,Friday,Auto,Auto,,MOUNT AUBURN ST,Putnam Ave,"MOUNT AUBURN ST & Putnam Ave Cambridge, MA",42.3700905,-71.1133347,"(42.3700905, -71.1133347)"
33046,11/14/2014 01:10:00 PM,Friday,Auto,Auto,335,Broadway,Inman St,"335 Broadway Cambridge, MA",42.3699226,-71.1025543,"(42.3699226, -71.1025543)"
33047,11/12/2014 12:00:00 PM,Wednesday,Auto,Parked Vehicle,168,FRESH POND PKY,,"168 FRESH POND PKY Cambridge, MA",0,0,"(0, 0)"
33048,11/17/2014 04:21:00 PM,Monday,Bus (Other),Auto,,Bent St,Sixth St,"Bent St & Sixth St Cambridge, MA",42.3675613,-71.0857391,"(42.3675613, -71.0857391)"
33049,11/18/2014 07:09:00 PM,Wednesday,Auto,Motorcycle,,Belmont St,Sullivan Rd,"Belmont St & Sullivan Rd Cambridge, MA",42.3751144,-71.1539001,"(42.3751144, -71.1539001)"
33050,11/18/2014 08:10:00 AM,Tuesday,Auto,Bicycle,,Massachusetts Ave,PEARL ST,"Massachusetts Ave & PEARL ST Cambridge, MA",42.3647118,-71.1025696,"(42.3647118, -71.1025696)"
33051,11/18/2014 03:15:00 PM,Tuesday,Auto,Auto,35,MAGAZINE ST,,"35 MAGAZINE ST Cambridge, MA",42.3630867,-71.1067047,"(42.3630867, -71.1067047)"
33052,11/19/2014 03:30:00 PM,Wednesday,Auto,Auto,221,MOUNT AUBURN ST,Sparks St,"221 MOUNT AUBURN ST Cambridge, MA",42.3746948,-71.1305237,"(42.3746948, -71.1305237)"
33053,11/21/2014 02:32:00 AM,Friday,Auto,Auto,140,MOUNT AUBURN ST,GERRY ST,"140 MOUNT AUBURN ST Cambridge, MA",42.3738861,-71.1243896,"(42.3738861, -71.1243896)"
33054,11/19/2014 08:45:00 PM,Wednesday,Auto,Parked Vehicle,,River St,GREEN ST,"River St & GREEN ST Cambridge, MA",42.365181,-71.1048737,"(42.365181, -71.1048737)"
33055,11/19/2014 11:38:00 PM,Wednesday,Auto,Auto,100,Cambridgeside Pl,,"100 Cambridgeside Pl Cambridge, MA",42.3670807,-71.0765686,"(42.3670807, -71.0765686)"
33056,11/20/2014 12:20:00 AM,Thursday,Auto,Pedestrian,,Brattle St,MOUNT AUBURN ST,"Brattle St & MOUNT AUBURN ST Cambridge, MA",42.3752823,-71.1456985,"(42.3752823, -71.1456985)"
33057,11/20/2014 11:48:00 AM,Thursday,Auto,Auto,,Alewife Brook Pky,,"Alewife Brook Pky Cambridge, MA",0,0,"(0, 0)"
33058,11/17/2014 09:00:00 PM,Monday,Auto,Parked Vehicle,,Bishop Allen Dr,,"Bishop Allen Dr Cambridge, MA",0,0,"(0, 0)"
33059,11/20/2014 12:40:00 PM,Thursday,Auto,Auto,10,Callender St,,"10 Callender St Cambridge, MA",0,0,"(0, 0)"
33060,11/20/2014 01:58:00 PM,Thursday,Auto,Motorcycle,,Massachusetts Ave,Peabody St,"Massachusetts Ave & Peabody St Cambridge, MA",42.3740692,-71.1188354,"(42.3740692, -71.1188354)"
33061,11/21/2014 02:04:00 AM,Friday,Auto,Auto,,GARDEN ST,MASON ST,"GARDEN ST & MASON ST Cambridge, MA",42.376564,-71.1221848,"(42.376564, -71.1221848)"
33062,11/21/2014 02:32:00 AM,Friday,Auto,Auto,140,MOUNT AUBURN ST,GERRY ST,"140 MOUNT AUBURN ST Cambridge, MA",42.3738861,-71.1243896,"(42.3738861, -71.1243896)"
33063,11/21/2014 02:04:00 AM,Friday,Auto,Auto,,GARDEN ST,MASON ST,"GARDEN ST & MASON ST Cambridge, MA",42.376564,-71.1221848,"(42.376564, -71.1221848)"
33064,11/21/2014 10:00:00 AM,Friday,Auto,Auto,224,PEARL ST,,"224 PEARL ST Cambridge, MA",42.3592949,-71.1084976,"(42.3592949, -71.1084976)"
33065,11/21/2014 11:27:00 AM,Friday,Auto,Fixed Object,215,Alewife Brook Pky,,"215 Alewife Brook Pky Cambridge, MA",42.3893585,-71.1427536,"(42.3893585, -71.1427536)"
33066,11/21/2014 11:49:00 AM,Friday,Auto,Auto,6 84,Massachusetts Ave,,"6 84 Massachusetts Ave Cambridge, MA",0,0,"(0, 0)"
33067,11/21/2014 09:01:00 PM,Friday,Auto,Bicycle,,Sellers St,Massachusetts Ave,"Sellers St & Massachusetts Ave Cambridge, MA",42.3671951,-71.1066589,"(42.3671951, -71.1066589)"
33068,11/22/2014 08:11:00 AM,Saturday,Auto,Auto,,Avon St,Shepard St,"Avon St & Shepard St Cambridge, MA",42.3813591,-71.1219482,"(42.3813591, -71.1219482)"
33069,11/22/2014 08:27:00 AM,Saturday,Auto,Fixed Object,1418,Cambridge St,,"1418 Cambridge St Cambridge, MA",42.3738441,-71.1017151,"(42.3738441, -71.1017151)"
33070,11/22/2014 05:24:00 PM,Saturday,Auto,Auto,,MAGAZINE ST,MEMORIAL DR,"MAGAZINE ST & MEMORIAL DR Cambridge, MA",42.3562737,-71.114212,"(42.3562737, -71.114212)"
33071,11/22/2014 06:12:00 PM,Saturday,Auto,Pedestrian,,MOUNT AUBURN ST,DUNSTER ST,"MOUNT AUBURN ST & DUNSTER ST Cambridge, MA",42.3722534,-71.119339,"(42.3722534, -71.119339)"
33072,11/22/2014 10:32:00 PM,Saturday,Auto,Auto,,ESSEX ST,,"ESSEX ST Cambridge, MA",0,0,"(0, 0)"
33073,11/23/2014 01:58:00 PM,Sunday,Auto,Auto,285,PEARL ST,,"285 PEARL ST Cambridge, MA",42.3577042,-71.1101913,"(42.3577042, -71.1101913)"
33074,11/23/2014 02:11:00 PM,Saturday,Auto,Auto,,River St,Franklin St,"River St & Franklin St Cambridge, MA",42.3648911,-71.1058044,"(42.3648911, -71.1058044)"
33075,11/23/2014 04:55:00 PM,Sunday,Auto,Parked Vehicle,211,Alewife Brook Pky,,"211 Alewife Brook Pky Cambridge, MA",42.3895264,-71.1426163,"(42.3895264, -71.1426163)"
33076,11/23/2014 10:35:00 PM,Sunday,Auto,Parked Vehicle,,GREEN ST,Bay St,"GREEN ST & Bay St Cambridge, MA",42.3683052,-71.1107407,"(42.3683052, -71.1107407)"
33077,11/24/2014 08:50:00 AM,Monday,Auto,Auto,,PROSPECT ST,HARVARD ST,"PROSPECT ST & HARVARD ST Cambridge, MA",42.3683014,-71.1017456,"(42.3683014, -71.1017456)"
33078,11/20/2014 12:20:00 AM,Thursday,Auto,Pedestrian,,Brattle St,MOUNT AUBURN ST,"Brattle St & MOUNT AUBURN ST Cambridge, MA",42.3752823,-71.1456985,"(42.3752823, -71.1456985)"
33080,11/24/2014 02:08:00 PM,Monday,Auto,Parked Vehicle,364,Rindge Ave,,"364 Rindge Ave Cambridge, MA",42.393898,-71.1385269,"(42.393898, -71.1385269)"
33081,11/24/2014 07:28:00 PM,Monday,Auto,Bicycle,,Massachusetts Ave,Washburn Ave,"Massachusetts Ave & Washburn Ave Cambridge, MA",42.3988228,-71.131958,"(42.3988228, -71.131958)"
33082,11/25/2014 08:00:00 AM,Tuesday,Auto,Auto,18,Traymore St,,"18 Traymore St Cambridge, MA",42.3840981,-71.1150513,"(42.3840981, -71.1150513)"
33083,11/25/2014 08:00:00 AM,Tuesday,Auto,Parked Vehicle,18,Traymore St,,"18 Traymore St Cambridge, MA",42.3840981,-71.1150513,"(42.3840981, -71.1150513)"
33084,11/25/2014 02:50:00 PM,Tuesday,Auto,Auto,,Cambridge St,Ellsworth Ave,"Cambridge St & Ellsworth Ave Cambridge, MA",42.3744087,-71.1060791,"(42.3744087, -71.1060791)"
33085,11/25/2014 03:13:00 PM,Tuesday,Auto,Taxi,1414,Cambridge St,,"1414 Cambridge St Cambridge, MA",42.3738174,-71.101532,"(42.3738174, -71.101532)"
33086,11/25/2014 03:45:00 PM,Tuesday,Auto,Parked Vehicle,,University Rd,,"University Rd Cambridge, MA",0,0,"(0, 0)"
33087,11/25/2014 06:32:00 PM,Tuesday,Auto,Pedestrian,,GARDEN ST,Shepard St,"GARDEN ST & Shepard St Cambridge, MA",42.3801155,-71.125061,"(42.3801155, -71.125061)"
33088,11/25/2014 07:32:00 PM,Tuesday,Auto,Auto,358,HURON AVE,,"358 HURON AVE Cambridge, MA",42.3812065,-71.1385574,"(42.3812065, -71.1385574)"
33089,11/25/2014 07:54:00 PM,Tuesday,Auto,Parked Vehicle,2410,Massachusetts Ave,,"2410 Massachusetts Ave Cambridge, MA",42.397522,-71.1303864,"(42.397522, -71.1303864)"
33090,11/25/2014 07:54:00 PM,Tuesday,Auto,Parked Vehicle,2410,Massachusetts Ave,,"2410 Massachusetts Ave Cambridge, MA",42.397522,-71.1303864,"(42.397522, -71.1303864)"
33091,11/26/2014 12:02:00 AM,Wednesday,Auto,Parked Vehicle,,Dewolfe St,GRANITE ST,"Dewolfe St & GRANITE ST Cambridge, MA",42.3698959,-71.1168213,"(42.3698959, -71.1168213)"
33092,11/26/2014 12:32:00 AM,Wednesday,Auto,Auto,195,Concord Ave,,"195 Concord Ave Cambridge, MA",42.3823586,-71.1309204,"(42.3823586, -71.1309204)"
33093,11/24/2014 05:45:00 PM,Monday,Auto,Parked Vehicle,55,Franklin St,,"55 Franklin St Cambridge, MA",42.3612709,-71.0997467,"(42.3612709, -71.0997467)"
33094,11/25/2014 02:50:00 PM,Thursday,Auto,Auto,,Cambridge St,Ellsworth Ave,"Cambridge St & Ellsworth Ave Cambridge, MA",42.3744087,-71.1060791,"(42.3744087, -71.1060791)"
33095,12/01/2014 01:52:00 PM,Monday,Auto,Auto,5,White St,,"5 White St Cambridge, MA",42.3891678,-71.1178818,"(42.3891678, -71.1178818)"
33096,12/01/2014 05:15:00 PM,Monday,Auto,Pedestrian,,Third St,Thorndike St,"Third St & Thorndike St Cambridge, MA",42.369648,-71.080162,"(42.369648, -71.080162)"
33097,11/26/2014 04:52:00 PM,Wednesday,Auto,Parked Vehicle,700,HURON AVE,GROVE AVE,"700 HURON AVE Cambridge, MA",42.3821945,-71.1577911,"(42.3821945, -71.1577911)"
33098,11/26/2014 07:53:00 PM,Wednesday,Auto,Moped,374,Broadway,,"374 Broadway Cambridge, MA",42.3709183,-71.1050797,"(42.3709183, -71.1050797)"
33099,11/28/2014 10:45:00 AM,Wednesday,Auto,Auto,116,OXFORD AVE,PRENTISS ST,"116 OXFORD AVE Cambridge, MA",42.383812,-71.1160736,"(42.383812, -71.1160736)"
33100,11/28/2014 09:17:00 PM,Wednesday,Truck,Fixed Object,,MOUNT AUBURN ST,HOMER AVE,"MOUNT AUBURN ST & HOMER AVE Cambridge, MA",42.3749657,-71.1480179,"(42.3749657, -71.1480179)"
33101,11/30/2014 10:04:00 PM,Sunday,Auto,Parked Vehicle,12,Chauncy St,,"12 Chauncy St Cambridge, MA",42.3797264,-71.1218872,"(42.3797264, -71.1218872)"
33102,12/01/2014 05:15:00 PM,Monday,Auto,Pedestrian,,Third St,Thorndike St,"Third St & Thorndike St Cambridge, MA",42.369648,-71.080162,"(42.369648, -71.080162)"
33103,12/02/2014 09:30:00 AM,Tuesday,Auto,Auto,36,William St,,"36 William St Cambridge, MA",42.3638268,-71.1066818,"(42.3638268, -71.1066818)"
33104,12/02/2014 09:42:00 AM,Tuesday,Auto,Parked Vehicle,20,OXFORD AVE,KIRKLAND ST,"20 OXFORD AVE Cambridge, MA",42.377491,-71.1161575,"(42.377491, -71.1161575)"
33105,12/02/2014 01:19:00 PM,Tuesday,Auto,Auto,,Concord Ave,FAWCETT ST,"Concord Ave & FAWCETT ST Cambridge, MA",42.3891563,-71.1459961,"(42.3891563, -71.1459961)"
33106,11/16/2014 02:38:00 AM,Sunday,Auto,Taxi,,Massachusetts Ave,Vassar St,"Massachusetts Ave & Vassar St Cambridge, MA",42.3601532,-71.0948792,"(42.3601532, -71.0948792)"
33107,11/16/2014 04:04:00 AM,Sunday,Auto,Auto,,Market St,ELM ST,"Market St & ELM ST Cambridge, MA",42.3693275,-71.0975494,"(42.3693275, -71.0975494)"
33108,11/17/2014 02:30:00 AM,Monday,Auto,Auto,6,Citizens Pl,,"6 Citizens Pl Cambridge, MA",42.3715782,-71.0949707,"(42.3715782, -71.0949707)"
33109,11/17/2014 04:30:00 PM,Monday,Auto,Auto,330,Windsor St,,"330 Windsor St Cambridge, MA",42.369175,-71.094635,"(42.369175, -71.094635)"
33110,11/17/2014 07:58:00 PM,Monday,Auto,Auto,,Cardinal Medeiros Ave,Hampshire St,"Cardinal Medeiros Ave & Hampshire St Cambridge, MA",42.3662949,-71.0917816,"(42.3662949, -71.0917816)"
33111,11/18/2014 12:00:00 PM,Tuesday,Auto,,345,Franklin St,,"345 Franklin St Cambridge, MA",42.3659477,-71.1075668,"(42.3659477, -71.1075668)"
33112,11/18/2014 12:05:00 PM,Tuesday,Truck,Auto,,MAGAZINE ST,Massachusetts Ave,"MAGAZINE ST & Massachusetts Ave Cambridge, MA",42.3655739,-71.1039886,"(42.3655739, -71.1039886)"
33113,11/18/2014 12:32:00 PM,Tuesday,Auto,Auto,,MAIN ST,Technology Sq,"MAIN ST & Technology Sq Cambridge, MA",0,0,"(0, 0)"
33114,11/18/2014 11:10:00 AM,Tuesday,Auto,Fixed Object,225,Cambridge St,,"225 Cambridge St Cambridge, MA",42.3710136,-71.0798111,"(42.3710136, -71.0798111)"
33115,11/19/2014 09:09:00 AM,Wednesday,Auto,Auto,,Rindge Ave,Alewife Brook Pky,"Rindge Ave & Alewife Brook Pky Cambridge, MA",42.3940773,-71.1405334,"(42.3940773, -71.1405334)"
33116,11/24/2014 06:55:00 PM,Wednesday,Auto,Auto,495,MOUNT AUBURN ST,,"495 MOUNT AUBURN ST Cambridge, MA",42.3752136,-71.1415253,"(42.3752136, -71.1415253)"
33117,11/26/2014 04:36:00 PM,Wednesday,Auto,Auto,,Cambridge St,Sixth St,"Cambridge St & Sixth St Cambridge, MA",42.3716545,-71.0847931,"(42.3716545, -71.0847931)"
33118,12/02/2014 02:15:00 PM,Tuesday,Auto,Auto,,HARVARD ST,HANCOCK ST,"HARVARD ST & HANCOCK ST Cambridge, MA",42.3700485,-71.1068878,"(42.3700485, -71.1068878)"
33119,12/03/2014 03:30:00 PM,Wednesday,Auto,Auto,,ESSEX ST,HARVARD ST,"ESSEX ST & HARVARD ST Cambridge, MA",42.3679619,-71.1007843,"(42.3679619, -71.1007843)"
33120,12/04/2014 09:00:00 AM,Thursday,Auto,Auto,50,MOUNT PLEASANT ST,Walden St,"50 MOUNT PLEASANT ST Cambridge, MA",42.3879509,-71.1251755,"(42.3879509, -71.1251755)"
33121,11/19/2014 06:45:00 PM,Wednesday,Auto,Parked Vehicle,,Magee St,,"Magee St Cambridge, MA",0,0,"(0, 0)"
33122,12/03/2014 11:32:00 PM,Wednesday,Auto,Auto,,Broadway,Windsor St,"Broadway & Windsor St Cambridge, MA",42.3671074,-71.0954132,"(42.3671074, -71.0954132)"
33123,12/05/2014 11:48:00 PM,Friday,Auto,Pedestrian,,Albany St,Massachusetts Ave,"Albany St & Massachusetts Ave Cambridge, MA",42.3608284,-71.0960159,"(42.3608284, -71.0960159)"
33124,12/06/2014 02:06:00 PM,Saturday,Auto,Auto,2235,Massachusetts Ave,,"2235 Massachusetts Ave Cambridge, MA",42.3936996,-71.126091,"(42.3936996, -71.126091)"
33125,12/06/2014 08:14:00 PM,Saturday,Auto,Auto,345,Cambridge St,,"345 Cambridge St Cambridge, MA",42.3712616,-71.0817108,"(42.3712616, -71.0817108)"
33127,12/10/2014 09:19:00 AM,Wednesday,Auto,Pedestrian,,Massachusetts Ave,White St,"Massachusetts Ave & White St Cambridge, MA",0,0,"(0, 0)"
33128,12/10/2014 10:45:00 AM,Wednesday,Auto,Auto,,Columbia St,Market St,"Columbia St & Market St Cambridge, MA",42.368824,-71.096817,"(42.368824, -71.096817)"
33129,12/11/2014 11:40:00 AM,Thursday,Auto,Pedestrian,,Massachusetts Ave,LEE ST,"Massachusetts Ave & LEE ST Cambridge, MA",42.3678322,-71.1076965,"(42.3678322, -71.1076965)"
33130,12/11/2014 05:32:00 AM,Thursday,Auto,Auto,,Massachusetts Ave,Vassar St,"Massachusetts Ave & Vassar St Cambridge, MA",42.3601532,-71.0948792,"(42.3601532, -71.0948792)"
33131,12/13/2014 10:54:00 PM,Saturday,Auto,Parked Vehicle,200,Alewife Brook Pky,,"200 Alewife Brook Pky Cambridge, MA",42.3897934,-71.1423798,"(42.3897934, -71.1423798)"
33133,12/13/2014 10:54:00 PM,Saturday,Auto,Auto,200,Alewife Brook Pky,,"200 Alewife Brook Pky Cambridge, MA",42.3897934,-71.1423798,"(42.3897934, -71.1423798)"
33134,12/12/2014 12:48:00 PM,Friday,Auto,Parked Vehicle,520,Massachusetts Ave,,"520 Massachusetts Ave Cambridge, MA",42.3642616,-71.1018066,"(42.3642616, -71.1018066)"
33135,12/11/2014 02:00:00 PM,Thursday,Auto,Auto,,MOUNT AUBURN PL,Aberdeen Way,"MOUNT AUBURN PL & Aberdeen Way Cambridge, MA",42.3752632,-71.1458282,"(42.3752632, -71.1458282)"
33136,12/10/2014 02:12:00 PM,Wednesday,Auto,Auto,300,MOUNT AUBURN ST,,"300 MOUNT AUBURN ST Cambridge, MA",42.374855,-71.1330795,"(42.374855, -71.1330795)"
33137,12/02/2014 05:50:00 PM,Tuesday,Auto,Pedestrian,330,MOUNT AUBURN ST,Channing St,"330 MOUNT AUBURN ST Cambridge, MA",42.3749542,-71.1347198,"(42.3749542, -71.1347198)"
33138,12/02/2014 05:55:00 PM,Tuesday,Auto,Parked Vehicle,,Ellsworth Ave,,"Ellsworth Ave Cambridge, MA",0,0,"(0, 0)"
33139,12/02/2014 06:04:00 PM,Tuesday,Auto,Bicycle,,Cambridge St,Trowbridge St,"Cambridge St & Trowbridge St Cambridge, MA",42.3749199,-71.1100616,"(42.3749199, -71.1100616)"
33140,12/03/2014 04:00:00 PM,Wednesday,Auto,Auto,,Rindge Ave,Massachusetts Ave,"Rindge Ave & Massachusetts Ave Cambridge, MA",42.3926163,-71.1248703,"(42.3926163, -71.1248703)"
33141,12/04/2014 02:40:00 PM,Thursday,Auto,Auto,269,Putnam Ave,,"269 Putnam Ave Cambridge, MA",42.362709,-71.1136169,"(42.362709, -71.1136169)"
33142,12/04/2014 05:18:00 PM,Thursday,Auto,Bicycle,,KIRKLAND ST,MYRTLE AVE,"KIRKLAND ST & MYRTLE AVE Cambridge, MA",42.3779678,-71.1078262,"(42.3779678, -71.1078262)"
33143,12/04/2014 09:07:00 PM,Thursday,Auto,Auto,,Broadway,ELLERY ST,"Broadway & ELLERY ST Cambridge, MA",42.3727531,-71.109726,"(42.3727531, -71.109726)"
33144,12/04/2014 11:00:00 PM,Thursday,Auto,Pedestrian,,Cambridge St,Third St,"Cambridge St & Third St Cambridge, MA",42.3710213,-71.0798492,"(42.3710213, -71.0798492)"
33145,12/05/2014 11:05:00 AM,Friday,Auto,Auto,,KIRKLAND ST,LINE ST,"KIRKLAND ST & LINE ST Cambridge, MA",42.3780899,-71.1072769,"(42.3780899, -71.1072769)"
33146,12/05/2014 11:22:00 AM,Friday,Auto,Auto,46,Market St,Columbia St,"46 Market St Cambridge, MA",0,0,"(0, 0)"
33147,12/05/2014 03:59:00 PM,Friday,Auto,Auto,,Putnam Ave,HINGHAM ST,"Putnam Ave & HINGHAM ST Cambridge, MA",42.3651161,-71.1138153,"(42.3651161, -71.1138153)"
33148,12/06/2014 09:31:00 AM,Saturday,Auto,Parked Vehicle,,Magee St,,"Magee St Cambridge, MA",0,0,"(0, 0)"
33149,12/06/2014 11:49:00 AM,Saturday,Auto,Parked Vehicle,25,Clark St,,"25 Clark St Cambridge, MA",0,0,"(0, 0)"
33150,12/06/2014 06:42:00 PM,Saturday,Auto,Auto,15,LAMBERT ST,Cambridge St,"15 LAMBERT ST Cambridge, MA",42.3730125,-71.0865097,"(42.3730125, -71.0865097)"
33151,12/07/2014 03:41:00 PM,Sunday,Auto,Bicycle,,Massachusetts Ave,Blanche St,"Massachusetts Ave & Blanche St Cambridge, MA",42.362648,-71.0990677,"(42.362648, -71.0990677)"
33152,12/08/2014 01:05:00 PM,Monday,Taxi,Auto,,FRESH POND PKY,,"FRESH POND PKY Cambridge, MA",0,0,"(0, 0)"
33153,12/09/2014 01:00:00 AM,Tuesday,Auto,Auto,,Massachusetts Ave,GARDEN ST,"Massachusetts Ave & GARDEN ST Cambridge, MA",42.3754883,-71.1199188,"(42.3754883, -71.1199188)"
33154,12/09/2014 06:15:00 AM,Tuesday,Auto,Pedestrian,,Massachusetts Ave,Landsdowne St,"Massachusetts Ave & Landsdowne St Cambridge, MA",42.3617439,-71.0975571,"(42.3617439, -71.0975571)"
33156,12/09/2014 02:45:00 PM,Tuesday,Auto,Pedestrian,,Vassar St,Massachusetts Ave,"Vassar St & Massachusetts Ave Cambridge, MA",42.3601532,-71.0948792,"(42.3601532, -71.0948792)"
33157,12/09/2014 06:04:00 PM,Tuesday,Auto,Pedestrian,,Cambridge St,Willow St,"Cambridge St & Willow St Cambridge, MA",42.3725586,-71.0918198,"(42.3725586, -71.0918198)"
33158,12/09/2014 06:13:00 PM,Tuesday,Auto,Auto,9,OXFORD AVE,,"9 OXFORD AVE Cambridge, MA",42.3771706,-71.1160355,"(42.3771706, -71.1160355)"
33159,12/09/2014 10:00:00 PM,Tuesday,Auto,Parked Vehicle,452,Broadway,,"452 Broadway Cambridge, MA",42.3734245,-71.111412,"(42.3734245, -71.111412)"
